Company,Location HQ,Industry,# Laid Off,Date,Source,$ Raised (mm),Stage,Date Added,Country,%,List of Employees Laid Off
Hibob,"Tel Aviv,Non-U.S.",HR,70,2020-03-30T00:00:00.000Z,https://www.teamblind.com/post/Hibob-layoffs---70-ppl-org-wide-5BmyRsoZ,45,Series A,2020-03-31T03:54:56.000Z,Israel,0.3,
PeerStreet,Los Angeles,Finance,51,2020-03-30T00:00:00.000Z,https://layoffs.fyi/2020/03/31/breaking-la-based-peerstreet-lays-off-50-employees/,110,Series C,2020-03-31T21:41:47.000Z,United States,0.3,
Maven,Seattle,Media,31,2020-03-30T00:00:00.000Z,https://www.businesswire.com/news/home/20200330005734/en/Maven-Announces-Broad-Cost-Containment-Initiative-Including-9,77,Post-IPO,2020-04-08T04:50:39.000Z,United States,0.09,
Blume Global,SF Bay Area,Logistics,30,2020-03-30T00:00:00.000Z,LinkedIn,,Unknown,2020-04-01T05:29:59.000Z,United States,0.1,
Catalant,Boston,Other,30,2020-03-30T00:00:00.000Z,https://www.americaninno.com/boston/inno-news-boston/catalant-technologies-cuts-workforce-amid-coronavirus-uncertainty/,110,Series E,2020-03-31T21:09:44.000Z,United States,,
Starship Technologies,"Tallin,Non-U.S.",Transportation,30,2020-03-30T00:00:00.000Z,https://digi.geenius.ee/rubriik/uudis/karmid-numbrid-robotkullerite-tootja-starshipi-pohiari-kukkus-sisuliselt-kokku/,82,Series A,2020-04-08T04:33:36.000Z,Estonia,,
Loftsmart,New York City,Real Estate,25,2020-03-30T00:00:00.000Z,https://www.linkedin.com/posts/swbernstein_founder-operator-and-investor-friends-activity-6647864445718585344-4i-K,18,Series A,2020-04-06T14:35:39.000Z,United States,0.75,
Caliva,SF Bay Area,Retail,20,2020-03-30T00:00:00.000Z,https://www.businessinsider.com/cannabis-startup-caliva-laid-off-20-corporate-employees-2020-5,75,Series A,2020-05-29T22:37:29.000Z,United States,,
Iris Nova,New York City,Food,9,2020-03-30T00:00:00.000Z,https://www.businessinsider.com/coca-cola-backed-startup-iris-nova-layoffs-due-to-coronavirus-2020-3,15,Seed,2020-04-01T00:45:36.000Z,United States,0.5,
Cuyana,SF Bay Area,Retail,,2020-03-30T00:00:00.000Z,https://www.instagram.com/p/B-YJi1UJVoC/,31,Series C,2020-04-10T22:15:32.000Z,United States,,
ZipRecruiter,Los Angeles,Recruiting,400,2020-03-29T00:00:00.000Z,https://www.wsj.com/articles/ziprecruiter-downsizes-as-employers-scale-back-hiring-11585498957,219,Series B,2020-03-29T22:32:22.000Z,United States,0.39,
Amplero,Seattle,Marketing,17,2020-03-29T00:00:00.000Z,https://www.geekwire.com/2020/canary-coal-mine-seattle-marketing-tech-startup-amplero-shuts-lays-off-17-employees/,25,Series B,2020-04-01T00:44:13.000Z,United States,1,
Polarr,SF Bay Area,Consumer,10,2020-03-29T00:00:00.000Z,https://medium.com/@derekzhyan/drawing-a-blank-18068b4aff1d,13,Series A,2020-04-08T05:53:45.000Z,United States,,
TravelTriangle,"Gurugram,Non-U.S.",Travel,250,2020-03-28T00:00:00.000Z,https://entrackr.com/2020/03/exclusive-traveltriangle-lays-off-250-employees-covid-crisis/,47,Series D,2020-04-01T00:58:22.000Z,India,0.5,
WeWork,New York City,Real Estate,250,2020-03-28T00:00:00.000Z,https://www.reuters.com/article/wework-layoffs/wework-cuts-about-250-more-jobs-to-reduce-costs-source-idUSL4N2BL0DJ,2250,Series H,2020-03-29T22:30:34.000Z,United States,,
Rent the Runway,New York City,Retail,,2020-03-28T00:00:00.000Z,https://www.theverge.com/2020/3/28/21198042/rent-the-runway-lays-off-all-retail-employees-due-to-coronavirus-uncertainty,541,Series F,2020-03-29T22:31:57.000Z,United States,,
OneWeb,"London,Non-U.S.",Aerospace,451,2020-03-27T00:00:00.000Z,https://spacenews.com/oneweb-files-for-chapter-11-bankruptcy/,3000,Unknown,2020-03-28T20:52:49.000Z,United Kingdom,0.85,
Bird,Los Angeles,Transportation,406,2020-03-27T00:00:00.000Z,https://layoffs.fyi/2020/03/30/bird-lays-off-over-400-employees,623,Series D,2020-03-28T20:52:49.000Z,United States,0.3,
HOOQ,"Singapore,Non-U.S.",Consumer,250,2020-03-27T00:00:00.000Z,https://techcrunch.com/2020/03/27/streaming-service-hooq-files-for-liquidation/,95,Unknown,2020-04-18T13:33:15.000Z,Singapore,1,
Everlane,SF Bay Area,Retail,227,2020-03-27T00:00:00.000Z,https://www.vice.com/en_ca/article/akw9ej/everlane-reassures-workers-then-lays-off-and-furloughs-hundreds,18,Unknown,2020-03-29T22:31:11.000Z,United States,,
DataRobot,Boston,Data,200,2020-03-27T00:00:00.000Z,https://www.americaninno.com/boston/inno-news-boston/datarobot-cuts-workforce-as-coronavirus-roils-the-startup-economy/,430,Series E,2020-03-28T20:52:49.000Z,United States,,
Restaurant365,Los Angeles,Food,175,2020-03-27T00:00:00.000Z,https://news.crunchbase.com/news/restaurant365-confirms-coronavirus-related-layoffs/,127,Series C,2020-03-28T20:52:49.000Z,United States,,
Blueground,New York City,Real Estate,130,2020-03-27T00:00:00.000Z,https://layoffs.fyi/2020/04/08/blueground-laid-off-130-employees/,77,Series B,2020-03-30T14:19:23.000Z,United States,0.25,
Knotel,New York City,Real Estate,127,2020-03-27T00:00:00.000Z,https://commercialobserver.com/2020/03/knotel-cuts-half-of-its-staff-amid-coronavirus-pandemic/,560,Series C,2020-03-28T20:52:49.000Z,United States,0.3,
Getaround,SF Bay Area,Transportation,100,2020-03-27T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/news/2020/03/27/getaround-issues-another-layoff-round-as-it-seeks.html,403,Series D,2020-03-29T22:30:11.000Z,United States,0.25,
Zipcar,Boston,Transportation,100,2020-03-27T00:00:00.000Z,https://layoffs.fyi/2020/04/03/zipcar-laid-off-20-of-staff-amid-widescale-travel-disruption,107,Acquired,2020-03-28T20:52:49.000Z,United States,0.2,
Mogo,"Vancouver,Non-U.S.",Finance,78,2020-03-27T00:00:00.000Z,https://betakit.com/mogo-lays-off-30-percent-of-staff-makes-company-wide-cuts-citing-covid-19-uncertainty/,201,Post-IPO,2020-04-03T14:40:07.000Z,Canada,0.3,
DISCO,Austin,Legal,75,2020-03-27T00:00:00.000Z,https://www.americaninno.com/austin/inno-news/layoffs-at-fast-rising-austin-startup-disco/,133,Series E,2020-03-28T20:52:49.000Z,United States,,
Raken,San Diego,Construction,60,2020-03-27T00:00:00.000Z,LinkedIn,12,Series A,2020-04-05T21:21:50.000Z,United States,,
Bench,"Vancouver,Non-U.S.",Finance,47,2020-03-27T00:00:00.000Z,https://betakit.com/bench-re-hires-workers-as-sales-rebound-following-shift-to-helping-us-businesses-with-covid-relief/,49,Series B,2020-06-23T01:22:09.000Z,Canada,0.1,
Loft,"Sao Paulo,Non-U.S.",Real Estate,47,2020-03-27T00:00:00.000Z,https://br.financas.yahoo.com/noticias/startup-loft-demitiu-47-antes-165500949.html,263,Series C,2020-04-08T20:43:37.000Z,Brazil,,
Oh My Green,SF Bay Area,Food,40,2020-03-27T00:00:00.000Z,https://finance.yahoo.com/news/tech-startups-ask-workers-trade-110029332.html,20,Seed,2020-03-29T23:31:27.000Z,United States,,
Bevi,Boston,Food,30,2020-03-27T00:00:00.000Z,https://www.americaninno.com/boston/inno-news-boston/boston-hospitality-startups-downsize-as-the-coronavirus-disruption-continues/,60,Series C,2020-03-28T20:52:49.000Z,United States,0.2,
Textio,Seattle,Recruiting,30,2020-03-27T00:00:00.000Z,https://www.geekwire.com/2020/textio-lays-off-30-amid-covid-19-seattle-startup-hopes-ai-writing-tech-will-aid-job-seekers/,41,Unknown,2020-03-28T20:52:49.000Z,United States,0.2,
Opal,Portland,Marketing,20,2020-03-27T00:00:00.000Z,https://www.oregonlive.com/silicon-forest/2020/03/portland-marketing-technology-startup-opal-lays-off-20-amid-coronavirus-outbreak.html,25,Series B,2020-03-28T20:52:49.000Z,United States,,
ThirdLove,New York City,Retail,10,2020-03-27T00:00:00.000Z,https://www.vox.com/the-goods/2020/3/27/21195664/coronavirus-layoffs-furlough-severance,68,Series B,2020-04-02T04:05:59.000Z,United States,,
Bcredi,"Curitiba,Non-U.S.",Finance,,2020-03-27T00:00:00.000Z,https://layoffs.fyi/list/bcredi/,,Series A,2020-04-25T15:28:59.000Z,Brazil,,
Make School,SF Bay Area,Education,,2020-03-27T00:00:00.000Z,https://www.makeschool.com/blog/a-message-of-solidarity-to-our-community,,Unknown,2020-04-16T14:29:10.000Z,United States,,
Pivot3,Austin,Infrastructure,,2020-03-27T00:00:00.000Z,https://blocksandfiles.com/2020/03/27/hci-shop-pivot3-makes-significant-layoffs/,273,Series H,2020-03-28T20:52:49.000Z,United States,,
B8ta,SF Bay Area,Retail,250,2020-03-26T00:00:00.000Z,https://www.retaildive.com/news/b8ta-announces-corporate-layoffs-and-store-associate-furloughs/574955/,88,Series C,2020-03-29T22:31:33.000Z,United States,0.5,
Fareportal,"Gurugram,Non-U.S.",Travel,200,2020-03-26T00:00:00.000Z,https://hrnxt.com/news/exclusive-travel-tech-firm-fareportal-lays-off-employees/16389/2020/03/26/,,Unknown,2020-03-30T14:02:41.000Z,India,,
Puppet,Portland,Infrastructure,50,2020-03-26T00:00:00.000Z,https://www.oregonlive.com/silicon-forest/2020/03/portland-marketing-technology-startup-opal-lays-off-20-amid-coronavirus-outbreak.html,149,Series F,2020-03-28T20:52:49.000Z,United States,0.1,
Ecobee,"Toronto,Non-U.S.",Energy,47,2020-03-26T00:00:00.000Z,https://layoffs.fyi/2020/04/10/ecobee-laid-off-47-employees/,149,Series C,2020-03-28T20:52:49.000Z,Canada,0.1,
Passport,Charlotte,Transportation,44,2020-03-26T00:00:00.000Z,https://layoffs.fyi/2020/04/09/passport-lays-off-employees-and-furloughs-others/,123,Series D,2020-03-28T20:52:49.000Z,United States,,
Peerspace,SF Bay Area,Real Estate,41,2020-03-26T00:00:00.000Z,https://www.peerspace.com/blog/ceo-letter-to-the-peerspace-community/,34,Series B,2020-03-31T13:33:10.000Z,United States,0.75,
GoSpotCheck,Denver,Retail,23,2020-03-26T00:00:00.000Z,https://businessden.com/2020/03/26/software-firm-gospotcheck-cuts-23-employees-in-bid-to-extend-runway/,47,Series B,2020-03-28T20:52:49.000Z,United States,0.2,
Consider.co,SF Bay Area,Other,13,2020-03-26T00:00:00.000Z,https://www.consider.co/,5,Seed,2020-03-28T20:52:49.000Z,United States,1,
Nativo,Los Angeles,Marketing,,2020-03-26T00:00:00.000Z,LinkedIn,35,Series B,2020-04-03T13:49:34.000Z,United States,0.4,
TripActions,SF Bay Area,Travel,300,2020-03-25T00:00:00.000Z,https://layoffs.fyi/2020/03/31/tripactions-laid-off-300-employees-via-a-group-zoom-call/,981,Series D,2020-03-28T20:52:49.000Z,United States,0.25,
Lyric,SF Bay Area,Real Estate,100,2020-03-25T00:00:00.000Z,https://therealdeal.com/2020/03/25/another-bloodbath-lyric-to-slash-jobs-drop-units/,179.1,Series B,2020-07-04T03:10:31.000Z,United States,,
Rangle,"Toronto,Non-U.S.",Product,78,2020-03-25T00:00:00.000Z,https://betakit.com/rangle-temporarily-lays-off-78-employees-as-financial-pressures-from-pandemic-hit-cdntech/,,Unknown,2020-03-28T20:52:49.000Z,Canada,0.3,
O'Reilly Media,SF Bay Area,Media,75,2020-03-25T00:00:00.000Z,https://www.businessinsider.com/oreilly-media-layoffs-events-business-2020-3,,Unknown,2020-03-30T14:03:56.000Z,United States,0.15,
WanderJaunt,SF Bay Area,Travel,56,2020-03-25T00:00:00.000Z,https://www.nytimes.com/2020/04/01/technology/virus-start-ups-pummeled-layoffs-unwinding.html,26,Series B,2020-04-01T21:08:37.000Z,United States,0.23,
OutboundEngine,Austin,Marketing,52,2020-03-25T00:00:00.000Z,https://www.bizjournals.com/austin/news/2020/03/25/outbound-engine-lays-off-dozens-amid-coronavirus.html,48,Series C,2020-03-28T20:52:49.000Z,United States,0.28,
Wonderschool,SF Bay Area,Education,50,2020-03-25T00:00:00.000Z,https://layoffs.fyi/2020/03/26/wonderschool-lays-off-75-of-employees/,24,Series A,2020-03-28T20:52:49.000Z,United States,0.75,
Overtime,New York City,Media,30,2020-03-25T00:00:00.000Z,https://frntofficesport.com/overtime-coronavirus-job-cuts/,35,Series B,2020-04-02T22:27:38.000Z,United States,0.23,
Jama,Portland,Product,12,2020-03-25T00:00:00.000Z,https://www.oregonlive.com/silicon-forest/2020/03/jama-software-will-lay-off-a-dozen-but-says-business-is-solid-during-coronavirus-outbreak.html,233,Unknown,2020-03-28T20:52:49.000Z,United States,0.05,
Element Analytics,SF Bay Area,Data,10,2020-03-25T00:00:00.000Z,Company executive,22,Series A,2020-04-18T18:20:15.000Z,United States,,
Clever Real Estate,St. Louis,Real Estate,,2020-03-25T00:00:00.000Z,https://www.bizjournals.com/stlouis/news/2020/03/25/this-sucks-st-louis-real-estate-startup-lays-off.html,5,Series A,2020-04-08T05:48:08.000Z,United States,,
Clutter,Los Angeles,Consumer,,2020-03-25T00:00:00.000Z,https://www.teamblind.com/post/Corona-based-layoffs-tracker-sHaHz6KO,296,Series D,2020-03-30T14:07:32.000Z,United States,0.3,
Divvy Homes,SF Bay Area,Real Estate,,2020-03-25T00:00:00.000Z,https://www.teamblind.com/post/Corona-based-layoffs-tracker-sHaHz6KO,180,Series B,2020-03-30T14:10:44.000Z,United States,0.08,
Universal Standard,New York City,Retail,,2020-03-25T00:00:00.000Z,https://www.modernretail.co/startups/coronavirus-fallout-tracking-the-layoffs-furloughs-and-cuts-at-retail-startups/,8,Series A,2020-04-01T00:50:06.000Z,United States,,
Sonder,SF Bay Area,Travel,400,2020-03-24T00:00:00.000Z,https://layoffs.fyi/2020/03/27/sonder-lays-off-400-employees-bookings-down-20/,359,Series D,2020-03-28T20:52:49.000Z,United States,0.33,
Takl,Nashville,Consumer,130,2020-03-24T00:00:00.000Z,https://www.bizjournals.com/nashville/news/2020/03/24/hours-before-nashville-company-laid-off-staff-it.html,,Unknown,2020-04-02T21:07:32.000Z,United States,,
Foodsby,Minneapolis,Food,87,2020-03-24T00:00:00.000Z,https://www.americaninno.com/minne/inno-news-minne/layoffs-at-foodsby-after-drop-in-business-from-coronavirus/,20,Series B,2020-03-28T20:52:49.000Z,United States,0.67,
Zeus Living,SF Bay Area,Real Estate,80,2020-03-24T00:00:00.000Z,https://layoffs.fyi/2020/03/30/zeus-living-laid-off-80-employees,79,Series B,2020-03-28T20:52:49.000Z,United States,0.3,
TravelBank,SF Bay Area,Travel,20,2020-03-24T00:00:00.000Z,https://www.teamblind.com/post/TravelBank-had-layoffs-t0kHoLwb,35,Series B,2020-04-01T17:24:19.000Z,United States,,
Flowr,"Toronto,Non-U.S.",Retail,,2020-03-24T00:00:00.000Z,https://www.benzinga.com/markets/cannabis/20/03/15650740/cannabis-startups-flowr-and-leafly-cite-covid-19-fears-for-layoffs,,Unknown,2020-03-28T20:52:49.000Z,Canada,0.25,
Peerfit,Tampa Bay,HR,,2020-03-24T00:00:00.000Z,https://www.americaninno.com/tampabay/newsletters/tech-org-local-startup-team-up-for-virtual-event-peerfit-layoffs-newsletter/,47,Unknown,2020-03-30T13:59:33.000Z,United States,0.4,
SpotHero,Chicago,Transportation,,2020-03-24T00:00:00.000Z,https://americaninno.com/chicago/inno-news-chicago/layoffs-at-spothero-as-demand-drops-due-to-coronavirus/,117,Series D,2020-03-28T20:52:49.000Z,United States,,
Compass,New York City,Real Estate,375,2020-03-23T00:00:00.000Z,https://layoffs.fyi/2020/04/14/compass-laid-off-375-employees-showings-have-dropped-by-60/,1600,Series G,2020-03-28T20:52:49.000Z,United States,0.15,
Convene,New York City,Real Estate,150,2020-03-23T00:00:00.000Z,https://layoffs.fyi/2020/04/08/convene-laid-off-150-employees/,280,Series D,2020-03-28T20:52:49.000Z,United States,0.18,
Leafly,Seattle,Retail,91,2020-03-23T00:00:00.000Z,https://www.geekwire.com/2020/leafly-lays-off-additional-91-employees-eliminating-50-percent-staff-2020/,2,Acquired,2020-03-28T20:52:49.000Z,United States,0.5,
The Guild,Austin,Travel,38,2020-03-23T00:00:00.000Z,https://www.americaninno.com/austin/inno-news/report-austin-startup-the-guild-lays-off-38-people/,36,Series B,2020-03-28T20:52:49.000Z,United States,0.22,
Drip,Salt Lake City,Marketing,20,2020-03-23T00:00:00.000Z,LinkedIn,0,Acquired,2020-04-01T21:32:19.000Z,United States,,
GrayMeta,Los Angeles,Data,20,2020-03-23T00:00:00.000Z,LinkedIn,7,Unknown,2020-04-01T05:31:34.000Z,United States,0.4,
Triplebyte,SF Bay Area,Recruiting,15,2020-03-23T00:00:00.000Z,https://layoffs.fyi/2020/03/26/triplebyte-lays-off-15-talent-managers-and-technical-writers/,48,Series B,2020-03-28T20:52:49.000Z,United States,0.17,
Ladder Life,SF Bay Area,Finance,13,2020-03-23T00:00:00.000Z,LinkedIn,94,Series C,2020-04-07T13:49:37.000Z,United States,0.25,
Cabin,SF Bay Area,Travel,,2020-03-23T00:00:00.000Z,https://www.theinformation.com/articles/layoffs-accelerate-across-silicon-valley-startups,3,Seed,2020-03-28T20:52:49.000Z,United States,0.2,
Eight Sleep,New York City,Retail,,2020-03-23T00:00:00.000Z,https://www.theinformation.com/articles/layoffs-accelerate-across-silicon-valley-startups,70,Series C,2020-03-28T20:52:49.000Z,United States,0.2,
Zwift,Los Angeles,Fitness,,2020-03-23T00:00:00.000Z,https://www.dcrainmaker.com/2020/03/zwift-lays-off-employees-in-move-to-focus-on-developing-new-hardware.html,164,Series B,2020-04-02T22:05:25.000Z,United States,,
Flywheel Sports,New York City,Fitness,784,2020-03-20T00:00:00.000Z,https://stayfit305.com/solidcore-and-flywheel-announce-layoffs-as-a-result-of-covid-19/,120,Acquired,2020-04-09T21:45:39.000Z,United States,0.98,
Peek,Salt Lake City,Travel,45,2020-03-20T00:00:00.000Z,https://layoffs.fyi/2020/04/06/peek-conducted-a-mass-layoff/,39,Series B,2020-04-03T14:42:45.000Z,United States,,
CTO.ai,"Vancouver,Non-U.S.",Infrastructure,30,2020-03-20T00:00:00.000Z,LinkedIn,7,Seed,2020-04-02T04:13:56.000Z,Canada,0.5,
Yonder,Austin,Media,18,2020-03-20T00:00:00.000Z,https://www.americaninno.com/austin/inno-news/austin-startup-yonder-lays-off-18-employees-citing-coronavirus-disruptions/,16,Series A,2020-03-28T20:52:49.000Z,United States,,
Service,Los Angeles,Travel,,2020-03-20T00:00:00.000Z,https://techcrunch.com/2020/03/16/travel-savings-tool-service-shuts-down-citing-covid-19-downturn/,5,Seed,2020-04-01T21:17:10.000Z,United States,1,
Vacasa,Portland,Travel,,2020-03-20T00:00:00.000Z,https://www.bizjournals.com/portland/news/2020/03/20/vacasa-announces-large-scale-layoffs-slashes.html,526,Series C,2020-03-28T20:52:49.000Z,United States,,
Bounce,"Bengaluru,Non-U.S.",Transportation,120,2020-03-19T00:00:00.000Z,https://www.cqai520.com/tech/scooter-rental-startup-bounce-lays-off-120-employees-amid-coronavirus-scare-report/#more-18179,214,Series D,2020-03-28T20:52:49.000Z,India,,
Ejento,SF Bay Area,Recruiting,84,2020-03-19T00:00:00.000Z,https://layoffs.fyi/list/ejento/,,Unknown,2020-03-28T20:52:49.000Z,United States,1,
Remote Year,Chicago,Travel,50,2020-03-19T00:00:00.000Z,https://techcrunch.com/2020/03/19/remote-year-which-helps-you-work-while-traveling-the-world-lays-off-50-of-staff/,17,Series B,2020-03-28T20:52:49.000Z,United States,0.5,
Lola,Boston,Travel,34,2020-03-19T00:00:00.000Z,https://layoffs.fyi/2020/03/19/lola-lays-off-34-employees-due-to-impact-of-the-coronavirus/,81,Series C,2020-03-28T20:52:49.000Z,United States,,
Anyvision,"Tel Aviv,Non-U.S.",Security,,2020-03-19T00:00:00.000Z,https://ipvm.com/reports/anyvision-20-layoffs,74,Series A,2020-03-30T13:58:13.000Z,Israel,,
Popin,New York City,Fitness,,2020-03-19T00:00:00.000Z,https://www.businessinsider.com/fitness-app-popin-shut-down-email-to-users-2020-3?r=startups-layoff-lp,13,Unknown,2020-04-06T23:47:12.000Z,United States,1,
Tuft & Needle,Phoenix,Retail,,2020-03-19T00:00:00.000Z,https://www.theverge.com/2020/3/19/21185840/tuft-needle-coronavirus-firing-retail-staff-closing-stores,0,Acquired,2020-04-05T23:23:24.000Z,United States,,
Flytedesk,Boulder,Marketing,4,2020-03-18T00:00:00.000Z,https://businessden.com/2020/03/18/boulder-advertising-startup-flytedesk-lays-off-staff-amid-coronavirus/,4,Seed,2020-04-01T00:56:54.000Z,United States,0.2,
Inspirato,Denver,Travel,130,2020-03-16T00:00:00.000Z,https://businessden.com/2020/03/16/inspirato-cuts-20-of-workforce/,79,Series C,2020-03-31T14:45:56.000Z,United States,0.22,
Help.com,Austin,Support,16,2020-03-16T00:00:00.000Z,LinkedIn,6,Seed,2020-04-16T06:36:06.000Z,United States,1,
Service,Los Angeles,Travel,,2020-03-16T00:00:00.000Z,https://techcrunch.com/2020/03/16/travel-savings-tool-service-shuts-down-citing-covid-19-downturn/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+techcrunch%2Fstartups+%28TechCrunch+%C2%BB+Startups%29,5.1,Seed,2020-08-31T15:17:26.000Z,United States,1,
HopSkipDrive,Los Angeles,Transportation,8,2020-03-13T00:00:00.000Z,https://layoffs.fyi/2020/04/02/hopskipdrive-laid-off-10-of-team-due-to-school-closures/,45,Unknown,2020-04-03T04:47:03.000Z,United States,0.1,
Panda Squad,SF Bay Area,Consumer,6,2020-03-13T00:00:00.000Z,https://twitter.com/danielsinger/status/1238545571092160514,1,Seed,2020-04-17T00:12:49.000Z,United States,0.75,
